"@timestamp","user.name","source.ip","source.geo.country_name","host.hostname","event.action","event.outcome","event.category","suricata.eve.event_type","related.ip","related.user","related.hash","process.name","process.command_line","destination.ip","destination.address","network.protocol","destination.port","http.request.method","http.response.status_code","suricata.eve.http.http_content_type","url.query","url.domain","url.original"
"Aug 5, 2026 @ 05:52:50.910","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",22,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:49.976","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3011,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:49.976","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",9999,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:49.976","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5555,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:49.976","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",554,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:49.976","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3880,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:49.976","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",800,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:49.976","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1061,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:49.976","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",110,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:49.976","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3689,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:49.965","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",7938,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:49.965","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3260,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:49.964","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2920,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:49.964","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",135,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:49.964","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1044,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:49.964","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5825,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:49.963","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3986,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:49.963","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",90,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:49.963","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",9878,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:49.957","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",22,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:49.949","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",445,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:49.949","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",61532,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:49.890","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",22,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:49.890","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:49.890","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",22,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:48.944","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5730,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:48.940","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1434,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:48.940","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",9207,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:48.940","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8083,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:48.940","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",10617,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:48.940","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",20031,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:48.921","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",481,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:48.921","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",563,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:48.920","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",4000,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:48.920","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",22,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:48.920","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2191,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:48.920","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",497,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:48.920","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",32768,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:48.920","-","10.10.1.10","-","-","-","-",network,ssh,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58",ssh,22,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:48.920","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58",ssh,22,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:48.920","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5298,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:48.920","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2525,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:48.920","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5666,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:48.920","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1023,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:48.919","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",27715,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:48.919","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",898,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:47.964","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",912,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:47.964","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:47.964","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:47.953","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",22,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:47.927","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",10616,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:47.927","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5859,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:47.927","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",9595,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:47.927","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",4224,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:47.927","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",12174,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:47.915","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",6669,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:47.851","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1085,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:47.850","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2190,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:46.943","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8652,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:46.943","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",587,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:46.943","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1025,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:46.943","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",32771,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:46.943","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8080,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:46.943","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1090,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:46.923","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",32769,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:46.923","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2107,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:46.923","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",14238,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:46.923","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1198,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:46.923","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8082,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:46.923","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1839,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:46.923","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",22,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:46.922","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",49157,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:46.916","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",443,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:46.916","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",9091,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:46.863","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",15742,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:46.863","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1247,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:46.863","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",901,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:46.863","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8254,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:46.863","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",6025,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:46.863","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",711,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:46.863","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1583,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:46.863","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3390,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:46.862","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:45.893","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5051,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:45.893","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1165,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:45.893","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2049,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:45.893","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",4005,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:45.893","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1067,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:45.893","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",16018,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:45.891","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5999,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:45.891","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",256,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:45.891","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",139,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:45.891","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2007,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:45.880","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",22,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:45.837","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",7106,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:45.837","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5061,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:45.837","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1248,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:45.837","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",13783,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:45.837","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",765,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:45.837","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2557,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:45.837","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",49163,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:45.837","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",199,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:45.835","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",10003,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:45.832","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3827,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:44.913","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2399,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:44.913","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8888,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:44.913","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1024,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:44.913","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",7911,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:44.913","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",22939,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:44.913","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",9594,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:44.913","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1027,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:44.913","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3325,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:44.913","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2022,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:44.913","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",19842,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:44.876","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",10000,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:44.876","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",80,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:44.874","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",62078,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:44.874","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1063,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:44.873","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1720,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:44.873","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",13722,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:44.873","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",143,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:44.872","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1091,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:44.872","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1700,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:44.872","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",9,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:52:44.872","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1600,"-","-","-","-","-","-"
